	but672FWD_MM	but1031REV_MM	but672FWD_Melt	but1031REV_Melt	organism	definition	function
CP004002	3	5	63.4941085268934	65.89905604914952	Burkholderia pseudomallei NCTC 13178,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP004043	3	5	63.4941085268934	65.89905604914952	Burkholderia pseudomallei MSHR146,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP004378	3	5	63.4941085268934	65.89905604914952	Burkholderia pseudomallei NAU35A.3,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP005290	2	2	56.97031338722661	53.45966869598459	Archaeoglobus sulfaticallidus PM70.1,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP005385	3	6	59.618213037978194	57.96826808723512	Meiothermus ruber DSM 1279,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP005973	4	3	55.844887029092206	59.60639321598916	Photobacterium gaetbulicola Gung47,definition=putative acetyl.CoA hydrolase.transferase	putative acetyl.CoA hydrolase.transferase	unknown
CP005996	1	3	55.85267959382679	54.769433598562046	Cycloclasticus zancles 78.ME,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP006577	2	2	58.9548355444814	57.17895719966276	Archaeoglobus fulgidus DSM 8774,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP006577.13	2	4	62.887568164050265	62.94360466231876	Archaeoglobus fulgidus DSM 8774,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP006644	3	5	62.04031722378335	67.78907648578371	Sphingomonas sanxanigenens DSM 19645 = NX02,definition=hypothetical protein	hypothetical protein	unknown
CP006649	4	3	51.583994057046596	50.465047201694176	Riemerella anatipestifer CH3,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP006693	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. arizonae serovar 62:z36:. str. RKS2983,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP006695	3	4	59.37410198269595	60.6621096460575	Leptospira santarosai serovar Shermani str. LT 821,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
CP006772	3	4	54.645954851268016	51.66818707946874	Bacteroidales bacterium CF,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP006777	2	3	50.869335754923895	55.29813118767845	Clostridium beijerinckii ATCC 35702,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP006905	3	3	49.85415079066115	52.258866394866345	Clostridium baratii str. Sullivan,definition=hypothetical protein	hypothetical protein	unknown
CP006933	4	3	58.566259972344085	54.831321114225375	Methanobacterium formicicum,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP006939	2	4	55.016229847612806	54.38854902395218	Salinispira pacifica,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP007064	2	3	53.818808223667986	55.04289885276796	Fusobacterium nucleatum subsp. vincentii 3.1.27,definition=hypothetical protein	hypothetical protein	unknown
CP007202	2	4	55.70553659514769	54.53516272396217	Siansivirga zeaxanthinifaciens CC.SAMT.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP007204	5	3	49.48392036666104	50.465047201694176	Riemerella anatipestifer Yb2,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP007353	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120505,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP007426	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20085285,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP007451	2	5	51.06154034076661	54.83132111422532	Draconibacterium orientale,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP007639	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Choleraesuis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP008852	3	2	67.2074026907627	57.26293093230032	Pelosinus sp. UFO1,definition=Acetyl.CoA hydrolase.transferase C.terminal domain containing protein	Acetyl.CoA hydrolase.transferase C.terminal domain containing protein	unknown
CP009156	3	5	63.4941085268934	65.89905604914952	Burkholderia sp. TSV202,definition=hypothetical protein	hypothetical protein	unknown
CP009163	3	5	63.4941085268934	65.89905604914952	Burkholderia pseudomallei K42,definition=hypothetical protein	hypothetical protein	unknown
CP009164	3	5	63.4941085268934	65.89905604914952	Burkholderia pseudomallei A79A,definition=hypothetical protein	hypothetical protein	unknown
CP009227	0	1	61.60374385497681	61.772994173612915	Treponema sp. OMZ 838,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009227.34	2	2	58.14114643795102	60.18008668127027	Treponema sp. OMZ 838,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009239	5	3	45.81644838300332	52.25886639486623	Cellulophaga lytica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009240	0	1	63.635922981127806	63.03739534912057	Megasphaera elsdenii 14.14,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009240.30	2	2	66.58635770964423	63.87368240222793	Megasphaera elsdenii 14.14,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009272	3	5	63.4941085268934	65.89905604914952	Burkholderia pseudomallei MSHR1153,definition=hypothetical protein	hypothetical protein	unknown
CP009291	4	6	61.38294839955478	60.90254965890563	Novosphingobium pentaromativorans US6.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009291.15	5	4	61.74330269063057	63.234982864924916	Novosphingobium pentaromativorans US6.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009415	1	2	56.66101299295491	50.395197905835516	Mollicutes bacterium HR1,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
CP009473	3	5	63.4941085268934	65.89905604914952	Burkholderia pseudomallei MSHR840,definition=hypothetical protein	hypothetical protein	unknown
CP009477	3	5	63.4941085268934	65.89905604914952	Burkholderia pseudomallei MSHR2543,definition=hypothetical protein	hypothetical protein	unknown
CP009556	3	4	66.40165545683203	66.43477532480495	Burkholderia oklahomensis C6786,definition=hypothetical protein	hypothetical protein	unknown
CP009621	3	4	53.96273648340622	53.17155596226996	Pontibacter korlensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009788	5	4	63.79910060995553	68.28476040912989	Geobacter pickeringii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009788.51	0	4	66.40165545683203	68.28476040912989	Geobacter pickeringii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009933	3	3	52.80559837327604	48.29091905755672	Clostridium scatologenes,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP009933.7	3	3	52.80559837327604	47.68370279610491	Clostridium scatologenes,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP010086	2	3	50.869335754923895	52.2777616484226	Clostridium beijerinckii,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP010310	2	5	65.45208438528755	65.91051737402614	Pandoraea pulmonicola,definition=hypothetical protein	hypothetical protein	unknown
CP010327	5	4	51.61301799051637	47.99382967525986	Myroides sp. A21,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP010429	1	6	53.6304619785559	54.51180723738207	Spirosoma radiotolerans,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP010554	1	6	60.95915388928472	63.25031442726885	Rhodocyclaceae bacterium PG1.Ca6,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP010777	2	3	58.104186276324526	64.75105677898966	Rufibacter sp. DG31D,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP010783	4	8	57.09647090629426	52.384093781444676	Streptococcus iniae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP010798	3	4	51.08121631839293	51.683298864714516	Flavobacterium psychrophilum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP010817.65	5	4	51.61301799051637	47.99382967525986	Myroides profundi,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
CP010822	2	5	63.38102220629531	62.689466371979336	Thermus aquaticus Y51MC23,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP010978	4	0	59.364096723605655	63.5687317759855	Pelosinus fermentans JBW45,definition=Acetyl.CoA hydrolase.transferase C.terminal domain containing protein	Acetyl.CoA hydrolase.transferase C.terminal domain containing protein	unknown
CP011071	4	4	53.189581994292155	56.864279403345506	Muricauda lutaonensis,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CP011072	3	3	63.635922981127806	65.0635239444108	Azoarcus sp. CIB,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP011096	3	4	54.132307819636424	54.18177489260796	Mycoplasma synoviae ATCC 25204,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP011125	3	5	58.212368556410865	65.9952074620499	Sandaracinus amylolyticus,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP011232	2	3	56.72476182382377	57.15105381203011	Kosmotoga pacifica,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP011307	2	2	61.38294839955472	61.22696742833136	Intestinimonas butyriciproducens,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
CP011307.38	0	0	62.26695595517032	62.99711891703504	Intestinimonas butyriciproducens,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP011307.53	1	2	64.34269078355794	60.81097073607225	Intestinimonas butyriciproducens,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP011307.9	3	3	66.08958079045749	63.9671800385928	Intestinimonas butyriciproducens,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
CP011310	4	4	62.98930955655521	65.37863437344504	Erythrobacter sp. s21.N3,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP011803	3	3	55.72029553616085	47.68370279610491	Clostridium carboxidivorans P7,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP011966	2	3	50.869335754923895	55.22081332888348	Clostridium pasteurianum NRRL B.598,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP011995	0	4	58.89824826620469	54.29177511106832	Porphyromonas gingivalis,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP011996	2	2	60.29386125168293	61.08080508383193	Porphyromonas gingivalis AJW4,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP011996.54	0	4	58.89824826620469	57.20576462406393	Porphyromonas gingivalis AJW4,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP012030	3	4	56.62048929774255	58.79005632926504	Leptospira borgpetersenii serovar Ballum,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP012040	1	6	53.64009012310203	49.25229162635321	Cyclobacterium amurskyense,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP012042	3	5	63.4941085268934	65.89905604914952	Burkholderia pseudomallei,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
CP012068	3	2	57.02119191886845	55.992512709666244	Eubacterium sulci ATCC 35585,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012069	2	2	58.28491532312216	61.09849564069384	Olsenella sp. oral taxon 807,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012070	4	5	61.31502698778445	64.18567776195755	Arsenicicoccus sp. oral taxon 190,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012073	5	4	61.00615365543871	63.32469571238818	Ottowia sp. oral taxon 894,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012332	1	5	66.38592422828833	64.19861627896603	Vulgatibacter incomptus,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP012349	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Sloterdijk str. ATCC 15791,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012359	3	5	52.88584318665528	54.514524455910816	Pseudomonadaceae bacterium C6819,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012365	3	5	52.88584318665528	54.514524455910816	Pseudomonadaceae bacterium E5571,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012518	3	5	63.4941085268934	65.89905604914952	Burkholderia pseudomallei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012577	3	5	63.4941085268934	65.89905604914952	Burkholderia pseudomallei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012586	4	5	52.27782218934152	52.67968310107824	Flavobacterium psychrophilum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012589	3	6	50.00230623422459	48.01938387928578	Capnocytophaga sp. oral taxon 323,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012601	4	5	56.31006042356648	53.63704715664096	Bacillus sp. FJAT.22090,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012602	1	2	60.47560464086865	60.80939079583612	Bacillus sp. FJAT.18017,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP012643	2	5	56.07457896509794	59.89737300883655	Rufibacter tibetensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012713	2	2	49.84028919733731	54.09966971337633	Fusobacterium nucleatum subsp. animalis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012713.43	2	3	52.92585779471568	51.61254521688727	Fusobacterium nucleatum subsp. animalis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012714	2	3	53.818808223667986	55.04289885276796	Fusobacterium nucleatum subsp. vincentii ChDC F8,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012715	2	3	52.92585779471568	51.61254521688727	Fusobacterium nucleatum subsp. animalis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012716	2	4	55.31531759709003	55.04289885276802	Fusobacterium nucleatum subsp. nucleatum ChDC F316,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012717	2	4	55.31531759709003	55.04289885276802	Fusobacterium nucleatum subsp. nucleatum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012889	0	4	58.89824826620469	54.29177511106832	Porphyromonas gingivalis 381,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP012898	2	4	54.00096136855427	51.97735802850411	Algibacter sp. HZ22,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012996	1	3	58.04364031615739	54.79573784237357	Pedobacter sp. PACM 27299,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP013105	3	4	62.798478050089386	63.21603262653895	Burkholderia caribensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP013118	3	5	55.90728685381782	55.62846334320005	bacterium L21.Spi.D4,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
CP013121	3	4	51.911733559653044	57.51101922546849	Fusobacterium nucleatum subsp. polymorphum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP013131	2	2	60.29386125168293	61.08080508383193	Porphyromonas gingivalis A7A1.28,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP013148	3	5	56.20057367087321	50.618989885827034	Leptospira interrogans serovar Hardjo.prajitno,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
CP013328	1	4	53.97486509251007	57.51101922546849	Fusobacterium nucleatum subsp. polymorphum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP013331	2	4	53.42191651909866	55.04289885276802	Fusobacterium hwasookii ChDC F174,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP013334	2	3	53.42191651909866	57.51101922546849	Fusobacterium hwasookii ChDC F300,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CPVC01000001	6	6	64.51678102965184	62.654906619330006	Yersinia pseudotuberculosis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CPWG01000004	6	6	64.51678102965184	62.654906619330006	Yersinia pseudotuberculosis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
