	BCoATscrF_MM	BCoATscrR_MM	BCoATscrF_Melt	BCoATscrR_Melt	organism	definition	function
CP006933	17	12	65.21795425841293	55.54324545502527	Methanobacterium formicicum,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP006939	15	15	57.933900403127666	58.29952916517436	Salinispira pacifica,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP007064	14	10	50.969686787864646	46.74119117094256	Fusobacterium nucleatum subsp. vincentii 3.1.27,definition=hypothetical protein	hypothetical protein	unknown
CP007202	17	10	54.8836812422108	49.05117726551356	Siansivirga zeaxanthinifaciens CC.SAMT.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP007204	17	13	55.39476746352534	47.24102778163535	Riemerella anatipestifer Yb2,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP007353	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120505,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP007426	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20085285,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP007451	20	13	55.8843621726906	53.12617398176894	Draconibacterium orientale,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP007639	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Choleraesuis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP008852	9	12	59.603693119959246	57.30691257688386	Pelosinus sp. UFO1,definition=Acetyl.CoA hydrolase.transferase C.terminal domain containing protein	Acetyl.CoA hydrolase.transferase C.terminal domain containing protein	unknown
CP009156	15	14	68.77129500507249	68.96955368592688	Burkholderia sp. TSV202,definition=hypothetical protein	hypothetical protein	unknown
CP009163	15	14	68.77129500507249	68.96955368592688	Burkholderia pseudomallei K42,definition=hypothetical protein	hypothetical protein	unknown
CP009164	15	14	68.77129500507249	68.96955368592688	Burkholderia pseudomallei A79A,definition=hypothetical protein	hypothetical protein	unknown
CP009227	4	3	66.11337991078483	61.077563212386565	Treponema sp. OMZ 838,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009227.34	15	10	67.63754810256592	62.10717043762173	Treponema sp. OMZ 838,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009239	14	14	53.170953035184255	53.44677004775133	Cellulophaga lytica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009240	14	10	64.3220125326348	59.24634334746111	Megasphaera elsdenii 14.14,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009240.30	13	12	64.44563186120337	60.60052505988659	Megasphaera elsdenii 14.14,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009272	15	14	68.77129500507249	68.96955368592688	Burkholderia pseudomallei MSHR1153,definition=hypothetical protein	hypothetical protein	unknown
CP009291	16	13	70.95274190402813	71.59246785134326	Novosphingobium pentaromativorans US6.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009291.15	17	15	69.97890124319582	69.38132068862882	Novosphingobium pentaromativorans US6.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009415	10	11	58.30966385985363	45.859314251680644	Mollicutes bacterium HR1,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
CP009473	15	14	68.77129500507249	68.96955368592688	Burkholderia pseudomallei MSHR840,definition=hypothetical protein	hypothetical protein	unknown
CP009477	15	14	68.77129500507249	68.96955368592688	Burkholderia pseudomallei MSHR2543,definition=hypothetical protein	hypothetical protein	unknown
CP009556	15	13	68.23819471646351	68.60397895291976	Burkholderia oklahomensis C6786,definition=hypothetical protein	hypothetical protein	unknown
CP009621	16	14	60.903070332771904	62.0778724743476	Pontibacter korlensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009788	14	11	66.04090435630525	65.2940934512086	Geobacter pickeringii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009788.51	11	13	64.94601464040272	64.5587416555145	Geobacter pickeringii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP009933	15	9	49.0121587873989	56.30713843737891	Clostridium scatologenes,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP009933.7	14	9	48.01602357559324	53.73761387032539	Clostridium scatologenes,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP010086	16	9	57.384453031942996	54.13312892172928	Clostridium beijerinckii,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP010310	17	15	61.21688877815859	65.44617175780542	Pandoraea pulmonicola,definition=hypothetical protein	hypothetical protein	unknown
CP010327	14	12	57.57375016615907	50.06550608274472	Myroides sp. A21,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP010429	16	11	60.67835482039385	63.35773194258644	Spirosoma radiotolerans,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP010554	12	8	61.453253306926	61.09413596755877	Rhodocyclaceae bacterium PG1.Ca6,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP010777	11	13	65.85842280746908	59.031356373728045	Rufibacter sp. DG31D,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP010783	15	11	55.85291432685767	52.50949922352652	Streptococcus iniae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP010798	14	14	53.00689929902762	49.71280661305519	Flavobacterium psychrophilum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP010817.65	14	12	57.16233018677775	50.06550608274472	Myroides profundi,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
CP010822	14	15	73.53108034593117	66.12184534417457	Thermus aquaticus Y51MC23,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP010978	8	7	56.1010360271394	55.51332156540042	Pelosinus fermentans JBW45,definition=Acetyl.CoA hydrolase.transferase C.terminal domain containing protein	Acetyl.CoA hydrolase.transferase C.terminal domain containing protein	unknown
CP011071	14	15	59.614573360964926	66.95486263027186	Muricauda lutaonensis,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CP011072	19	14	69.0945509330569	62.551492035806575	Azoarcus sp. CIB,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP011096	15	11	54.813874899786526	55.54866940888593	Mycoplasma synoviae ATCC 25204,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP011125	17	13	73.57755377460728	67.13166983434058	Sandaracinus amylolyticus,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP011232	16	15	56.607149201399295	56.33645114648067	Kosmotoga pacifica,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP011307	15	10	64.45978851608697	68.14013405733363	Intestinimonas butyriciproducens,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
CP011307.38	3	5	65.10343174591281	64.14128475617593	Intestinimonas butyriciproducens,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP011307.53	12	13	63.37136799124812	61.74441638772902	Intestinimonas butyriciproducens,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP011307.9	15	13	67.67543067401141	62.54689232404036	Intestinimonas butyriciproducens,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
CP011310	18	14	66.73948805949408	63.385825460474905	Erythrobacter sp. s21.N3,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP011803	13	9	49.093113300805214	55.1076523422488	Clostridium carboxidivorans P7,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP011966	16	10	59.10628210517814	51.717018789685085	Clostridium pasteurianum NRRL B.598,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP011995	20	16	64.78738065669552	61.83401188872756	Porphyromonas gingivalis,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP011996	17	13	62.24039022414286	58.69124209796337	Porphyromonas gingivalis AJW4,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP011996.54	20	16	64.78738065669552	60.013211565496306	Porphyromonas gingivalis AJW4,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP012030	16	12	58.03554088364626	55.3021504962922	Leptospira borgpetersenii serovar Ballum,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP012040	16	11	56.59847984946629	50.06550608274466	Cyclobacterium amurskyense,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP012042	15	14	68.77129500507249	68.96955368592688	Burkholderia pseudomallei,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
CP012068	14	9	60.380950675093686	55.35234761660996	Eubacterium sulci ATCC 35585,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012069	5	6	67.0588661892852	64.8790412195849	Olsenella sp. oral taxon 807,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012070	18	12	71.6920069345349	68.39220107326491	Arsenicicoccus sp. oral taxon 190,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012073	22	12	70.47436366932891	65.00051726917155	Ottowia sp. oral taxon 894,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012332	16	10	72.54891897779333	68.75086410291448	Vulgatibacter incomptus,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP012349	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Sloterdijk str. ATCC 15791,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012359	17	14	57.70204939707372	52.42875455552934	Pseudomonadaceae bacterium C6819,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012365	17	14	59.359820892766095	52.42875455552934	Pseudomonadaceae bacterium E5571,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012518	15	14	68.77129500507249	68.96955368592688	Burkholderia pseudomallei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012577	15	14	68.77129500507249	68.96955368592688	Burkholderia pseudomallei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012586	16	12	56.12334962518139	54.27634163820022	Flavobacterium psychrophilum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012589	16	12	52.95837613527766	57.13429795550928	Capnocytophaga sp. oral taxon 323,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012601	19	9	55.79726075158942	57.27863934544888	Bacillus sp. FJAT.22090,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012602	16	8	64.49308403145898	58.936467023154876	Bacillus sp. FJAT.18017,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP012643	13	12	68.22368761425895	52.347396520043446	Rufibacter tibetensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012713	15	9	53.58401701054237	49.51041821327942	Fusobacterium nucleatum subsp. animalis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012713.43	14	10	52.48020033939554	46.2889192114568	Fusobacterium nucleatum subsp. animalis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012714	14	10	50.969686787864646	46.74119117094256	Fusobacterium nucleatum subsp. vincentii ChDC F8,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012715	14	10	52.48020033939554	49.55289066431965	Fusobacterium nucleatum subsp. animalis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012716	14	10	52.48020033939554	47.67185771834306	Fusobacterium nucleatum subsp. nucleatum ChDC F316,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012717	14	10	52.48020033939554	47.67185771834306	Fusobacterium nucleatum subsp. nucleatum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012889	20	16	64.78738065669552	60.013211565496306	Porphyromonas gingivalis 381,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP012898	17	9	54.316766364485545	48.127624100464345	Algibacter sp. HZ22,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP012996	17	17	58.68066197467783	53.25256867922559	Pedobacter sp. PACM 27299,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP013105	17	13	69.77941416966752	70.13959606915455	Burkholderia caribensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP013118	19	13	58.44992022360452	58.921199752079986	bacterium L21.Spi.D4,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
CP013121	13	10	53.53084612521076	46.79381184296216	Fusobacterium nucleatum subsp. polymorphum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP013131	17	13	62.24039022414286	58.69124209796337	Porphyromonas gingivalis A7A1.28,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP013148	15	13	52.067439219210996	59.110727013570624	Leptospira interrogans serovar Hardjo.prajitno,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
CP013328	13	10	54.62822317776266	44.8943194919587	Fusobacterium nucleatum subsp. polymorphum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP013331	13	10	53.77771662685842	46.74119117094256	Fusobacterium hwasookii ChDC F174,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP013334	13	10	52.07405924663067	47.2202820341613	Fusobacterium hwasookii ChDC F300,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CPVC01000001	17	14	62.263629374572815	58.97955040730466	Yersinia pseudotuberculosis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CPWG01000004	17	14	62.263629374572815	58.97955040730466	Yersinia pseudotuberculosis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CPWK01000042	17	14	60.8519145020291	58.97955040730466	Yersinia pseudotuberculosis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CPXN01000013	17	14	60.8519145020291	58.97955040730466	Yersinia pseudotuberculosis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CPYL01000046	17	12	62.263629374572815	56.51893991426715	Yersinia pseudotuberculosis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CQBA01000001	17	14	62.263629374572815	58.97955040730466	Yersinia pseudotuberculosis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CQEA01000008	17	14	60.8519145020291	58.97955040730466	Yersinia pseudotuberculosis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CQEU01000008	17	14	62.263629374572815	58.97955040730466	Yersinia pseudotuberculosis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CTBL01000186	15	11	57.400100769122105	58.93767246400142	Chlamydia trachomatis,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
CTIB01000002	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CTNC01000002	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CU207366	13	15	59.01584626551778	56.8721579196648	Gramella forsetii KT0803,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CVLB01000001	3	6	56.34046069465444	51.12464219731629	Brachyspira suanatina,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CVMG01000013	17	14	62.263629374572815	58.97955040730466	Yersinia wautersii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CVOD01000030	4	2	56.56574413737235	57.827983506967314	Chlamydia trachomatis,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
